date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_4_dummy,yt_pred_mlp_8,yt_pred_mlp_10,yt_pred_mlp_6,yt_pred_mlp_7
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099451,2351,2518.1118003477422,2620.8893689847305,2257.4501573669804,2790.1641665804495,2555.226573533194
1949-08-01,3411.8763157894728,3438.395827846536,3523.873209059796,3394,3617.2762094441778,2979.4157041120284,3010.173119015957,2790.1641665804495,2885.674329334049
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484266,3581,2861.6225803827588,2842.3305838671004,2495.4916675833683,2790.1641665804495,2697.8830197907355
1949-10-01,2193.034210526315,2207.7672754732785,2294.6013335390285,2489,2386.4767646785413,2973.493345926979,2660.463059549673,2790.1641665804495,2798.6678663615608
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215811,2468,2200.638298057098,2497.920079385127,2621.0186164277416,2790.1641665804495,2375.91111053682
1949-12-01,1774.9815789473676,1777.9281869613233,1865.3436852893008,2134,1955.5909267703164,2192.079698636645,2368.7571239383074,2790.1641665804495,2125.0778898795343
1950-01-01,1598.1951754385957,1595.7396557802526,1711.2244619976525,1903,1799.6070959128483,2026.8871975790503,2104.025413670076,2790.1641665804495,1964.5944195216487
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306006,1719,1774.0046356123396,1998.9184935043052,2370.658729861881,2790.1641665804495,1893.6640645440743
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678208,1617,1902.569032667789,2009.9268321090399,2309.61571008748,2790.1641665804495,1821.3442284509247
1950-04-01,1825.3004385964905,1808.1118673572528,1922.627602788264,1818,2002.3613036926504,1963.2397276786671,2353.1189088976384,2790.1641665804495,1798.452548291515
1950-05-01,1888.195175438596,1866.0955849837767,1979.965279502452,2067,2056.8635179319,2138.360064273562,2676.198414601885,2790.1641665804495,2003.43906124844
1950-06-01,2042.668859649122,2015.6582482825595,2128.720393915652,2457,2202.82090252527,2340.899747354121,2226.1089588277214,2790.1641665804495,2256.3582404805356
1950-07-01,2432.879385964912,2400.957750982352,2513.050840764705,2600,2584.399737244071,2818.1766688219,2213.259170884196,2790.1641665804495,2710.032884447187
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3680.450512385941,3268.73856270422,2825.4631394395074,2790.1641665804495,3152.40690942853
1950-09-01,2787.879385964912,2746.1357035580486,2855.806152822998,2693,2921.823718248492,3390.1037663863995,3031.6966539246755,2790.1641665804495,3249.150405548702
1950-10-01,2318.8267543859643,2272.172051204635,2380.388912769081,2448,2443.843529339887,2783.7856298119054,2564.3816372291026,2790.1641665804495,2677.506776371219
1950-11-01,2139.3004385964905,2087.734711560295,2194.336478835228,2250,2255.307804378805,2455.194228348731,2512.880129268621,2790.1641665804495,2388.9371698954938
1950-12-01,1900.7741228070167,1844.297371272785,1949.1225352319632,1972,2007.69861261024,2169.8071228789254,2135.809960066924,2790.1641665804495,2077.960277231348
1951-01-01,1723.9877192982449,1663.091044381767,1794.047400197443,1682,1849.2867221219487,1936.638451584698,2186.17316392797,2790.1641665804495,1859.1166157493547
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214018,1730,1821.388286034684,1808.1051195913092,2292.7360769582197,2790.1641665804495,1660.3993257821198
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835145,1814,1947.787114140552,1848.2342666564746,2267.7370991789653,2790.1641665804495,1711.3930506141526
1951-04-01,1951.09298245614,1878.409868828925,2002.776617362732,1900,2045.542546046108,2057.0324307569863,2416.8460854754535,2790.1641665804495,1910.139243519108
1951-05-01,2013.9877192982449,1937.3757907455013,2059.2875900695763,2051,2098.1349739894404,2290.437931652974,2324.994242013435,2790.1641665804495,2197.7206199501206
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409315,2290,2242.307948103384,2535.449056969396,2389.7119043042244,2790.1641665804495,2445.502448450579
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2622.2260711523577,2828.519233024182,2462.8614342785622,2790.1641665804495,2750.472369872036
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461154,3428,3716.738156427102,3085.907396232085,2842.1928803073347,2790.1641665804495,2990.3720391671545
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,2956.6930172183384,3020.4764875418964,2626.369231703103,2790.1641665804495,2895.589978198694
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2477.4131510273346,2570.244992202781,2550.572454520763,2790.1641665804495,2472.3636981187165
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2287.6947395658763,2231.1240356491858,2349.7134049932984,2790.1641665804495,2175.3427715121857
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896383,1825,2039.0181750720635,2012.3376477309366,2078.266828088549,2790.1641665804495,1941.7370344891708
1952-01-01,1849.7802631578936,1742.228884463913,1867.918948325576,1670,1879.652548626759,1827.9375701761446,2138.86477809172,2790.1641665804495,1770.5281158286627
1952-02-01,1832.1486842105253,1721.650698611449,1843.75524184713,1681,1850.9123363438207,1865.2304111131537,2250.986643272323,2790.1641665804495,1722.9487884395446
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1976.579671008463,1931.507322429862,2271.889026298611,2790.1641665804495,1813.043492899683
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852973,1954,2073.7122152203465,2042.6672463281454,2399.4921860602176,2790.1641665804495,1929.3327990923083
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391384,1876,2125.788684210665,2250.465959980149,2256.2809602024026,2790.1641665804495,2188.7958119266445
1952-06-01,2294.25394736842,2171.969519866745,2278.762936864247,2272,2269.5509511053606,2411.957214108789,2347.217140315687,2790.1641665804495,2347.3077894710123
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640726,2612,2649.161941661955,2762.0346294521505,2459.6209678450346,2790.1641665804495,2698.3404498072923
1952-08-01,3789.25394736842,3661.076283742184,3759.632717983981,3590,3743.4687921643,2958.4057329789193,2851.9719680183994,2790.1641665804495,2867.163401909252
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,2983.3186388962195,2877.1535209005096,2585.539727548049,2790.1641665804495,2758.3510503959737
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2504.0323023520914,2568.8901784364148,2550.0062966446876,2790.1641665804495,2455.6446096051313
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2314.404287236802,2236.9132837768084,2299.0609629979,2790.1641665804495,2179.536282159695
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615825,2090,2065.91330878156,2042.7396992929089,2131.2022746397424,2790.1641665804495,1963.3221423090695
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610747,1812,1906.8267810603363,1901.2684667778929,2192.138506208669,2790.1641665804495,1838.1593571923597
1953-02-01,1957.9412280701745,1813.5571944642784,1913.1785149868097,1788,1878.457503180092,1879.1869966691963,2228.020588924534,2790.1641665804495,1719.9602782769712
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184635,1837,2004.585930919148,1930.088506998854,2212.0841700162405,2790.1641665804495,1790.5469723323645
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634985,1993,2102.268049870273,2059.721233080054,2466.742697168256,2790.1641665804495,1916.164506507976
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979468992,2021,2154.980898257765,2202.173535330412,2250.720147180231,2790.1641665804495,2116.355202168646
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759471,2199,2299.464672200672,2464.1044951837534,2351.0547106148474,2790.1641665804495,2367.1175818858505
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2679.880620449626,2802.350212318402,2535.51435002941,2790.1641665804495,2715.1119715098253
1953-08-01,3915.0464912280695,3758.8760053353294,3828.84415136027,3787,3775.0742022815775,3064.1585435136512,2916.0136650310506,2790.1641665804495,2957.2898964731867
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,3015.8908769734644,3079.4390770934233,2600.5639098037686,2790.1641665804495,2933.5571642661625
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226852,2487,2537.6497880127645,2863.4398180126395,2609.0216036009556,2790.1641665804495,2714.726989916177
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2349.143763097474,2453.0879921862925,2605.249654625821,2790.1641665804495,2362.503562582082
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2101.849840451908,2149.7865592254793,2263.0560478335387,2790.1641665804495,2069.454424931995
1954-01-01,2101.365350877192,1935.8639190700976,2007.413788282964,2124,1944.03375714314,1962.5872685871427,2190.16390736709,2790.1641665804495,1897.8198075484295
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219465,2214,1917.006635271239,2032.6800445114052,2316.4345420187065,2790.1641665804495,1859.2410716846566
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695767,2234,2044.5472536076336,2171.0002587465046,2320.514667607173,2790.1641665804495,1967.4198924316847
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2143.709920738196,2289.5736858194387,2649.9444195886745,2790.1641665804495,2086.727009053445
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151458,2423,2197.969997880334,2369.0265890564115,2536.1972269666135,2790.1641665804495,2243.4227864014465
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2344.0660041462,2577.7031821310284,2342.4556955001717,2790.1641665804495,2468.5597429779136
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2726.157511279528,2895.003059547997,2560.6151665739835,2790.1641665804495,2788.3410318574875
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069047,4485,3823.088301550381,3289.307886593008,3061.9206855642556,2790.1641665804495,3138.1865906687945
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731529,3085,3065.7021572287995,3486.1041588881317,2799.9460572339453,2790.1641665804495,3245.052398312904
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852,2589.316544795366,3010.2715526903467,2772.795618910762,2790.1641665804495,2797.122505982477
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254849,2629,2402.72261494119,2592.3888930531516,2971.1241385687513,2790.1641665804495,2444.261687299617
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2157.3957288836828,2364.864363421011,2598.103620009877,2790.1641665804495,2239.01523142532
1955-01-01,2227.157894736841,2050.3611135941374,2082.3400370702666,2227,2001.5999466830297,2272.8129578974954,2513.4780330663702,2790.1641665804495,2168.132822303808
1955-02-01,2209.526315789473,2032.729540611831,2058.89411002412,1944,1976.6447134324087,2330.3284657233735,2300.89719298118,2790.1641665804495,2094.462680009878
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2106.307130896349,2282.65341289352,2506.870796612836,2790.1641665804495,2048.3427930072044
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2207.6398306538304,2397.1340216467156,3122.147470400264,2790.1641665804495,2157.843870289688
1955-05-01,2517.157894736841,2340.361128598713,2349.0826446751485,2299,2264.116496915368,2529.282276636976,2619.0740144653623,2790.1641665804495,2376.9012499771925
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2412.4739717862194,2672.6211210093174,2351.3561199214178,2790.1641665804495,2529.541706357052
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,2796.870150003224,3178.010019727776,2739.4826302689585,2790.1641665804495,3035.1116625190652
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893353,3761,3896.147136829555,3528.3173224345364,3515.424485609004,2790.1641665804495,3375.467277003434
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3141.1470375283525,3366.87470144332,2770.209777392249,2790.1641665804495,3183.6911376430967
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286167,2761,2667.18564157331,3026.008262214015,2644.4176219313686,2790.1641665804495,2859.0011257658357
1955-11-01,2768.263157894736,2591.4663838768097,2565.3018192403624,2446,2483.052422648643,2721.0752380023323,2893.0167427250194,2790.1641665804495,2583.6314024398507
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2240.2210649648687,2460.860204050931,2656.3902702320315,2790.1641665804495,2332.9293892556175
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2086.953951575275,2226.4710981946755,2500.119122221646,2790.1641665804495,2131.0785987368617
1956-02-01,2335.318859649122,2159.9953909065543,2144.489388879798,1881,2064.558850566149,2091.042718893066,2247.6799628161607,2790.1641665804495,1919.5842476624375
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2196.811186695124,2170.8367895997753,2389.577023175028,2790.1641665804495,2005.315855525732
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037022,2199,2300.7619145342887,2373.6849886498544,2725.9133361001905,2790.1641665804495,2172.646514182817
1956-05-01,2642.95043859649,2470.5735917635943,2437.9152538059298,2308,2359.883041287265,2473.5947928011974,2465.4518555076725,2790.1641665804495,2336.8641341515163
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771423,2529,2510.9097320524124,2616.6339763582782,2424.3816075859004,2790.1641665804495,2478.7236090780893
1956-07-01,3187.634649122806,3017.222209242801,2973.2904979875,2573,2897.9982045596807,2995.5116546405698,2650.5603727777034,2790.1641665804495,2876.285374578762
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400159,3946,3999.988887065346,3190.888227889864,3159.1262452113224,2790.1641665804495,3070.956639187225
1956-09-01,3542.634649122806,3374.186613299129,3319.1107393782795,3200,3247.722207825658,3270.801651947056,2642.2395755856987,2790.1641665804495,3100.4233136517355
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955466,2574,2776.512279307415,3101.0956342531285,2661.238819172036,2790.1641665804495,2907.4505816702767
1956-11-01,2894.055701754385,2727.5720727820067,2661.481241136168,2422,2595.146898187932,2590.235564501367,2847.5683016892776,2790.1641665804495,2457.02640199799
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2355.098071670841,2284.4329012746753,2561.0177063275396,2790.1641665804495,2160.1908795935815
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657212,2828,2204.626505802533,2122.2930908519334,2283.974815265497,2790.1641665804495,2024.0745470884385
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2185.038291662404,2403.9852646251293,2435.406887279486,2790.1641665804495,2175.5882746570733
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2320.107177001192,2641.8816534572866,2377.604046379996,2790.1641665804495,2368.10117170176
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854387,2835,2426.882439384088,2673.7445728570056,3075.734415918881,2790.1641665804495,2405.886756664579
1957-05-01,2768.7429824561395,2612.5725064091066,2542.604358086516,2585,2488.8344090078226,2739.1515987698936,3089.747474771344,2790.1641665804495,2557.7325148497193
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237778,2787,2642.69657396386,2740.5223829105926,2720.554078064225,2790.1641665804495,2603.8088847227405
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3032.6234749752657,3041.21281914605,2628.5005338977307,2790.1641665804495,2874.9020025966392
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980544,4746,4137.453863291408,3578.0479936321117,3171.378543874642,2790.1641665804495,3325.983635506637
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3388.0264901616465,3732.928360829275,3094.2705709587035,2790.1641665804495,3395.098536718689
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845206,3463,2919.65379104589,3277.799204430784,3010.6365942942807,2790.1641665804495,2964.9498516606973
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212898,3274,2741.1218856145606,2966.3569128360505,3531.445351190619,2790.1641665804495,2740.8265845657743
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651363,2801,2503.901104064388,2910.3469379207972,3301.8961359330865,2790.1641665804495,2695.3160998619123
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2356.250475434881,2850.462075880865,3188.2826595556635,2790.1641665804495,2666.805312082206
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2339.474413798531,2781.0341650042146,2672.379701129837,2790.1641665804495,2480.1851884180273
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2477.344989899188,2736.9263425047106,2955.5049960825745,2790.1641665804495,2430.2552330799404
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2586.909804295148,2766.818559685761,3633.6769649721764,2790.1641665804495,2449.3861535935616
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959284,2744,2651.637510176246,2865.8621507695498,2869.788740474872,2790.1641665804495,2615.53168132373
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,2808.2599186270545,3139.8490327404434,2790.588780626455,2790.1641665804495,2897.4361401144974
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122635,3520,3200.9298933637456,3589.698327745854,3300.6111741469763,2790.1641665804495,3371.4422511862003
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809511,3833,4308.484508628788,4071.864710893852,3801.713051189514,2790.1641665804495,3829.768708694411
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296106,3377,3561.760838664657,3799.4775931661443,3149.1605187635923,2790.1641665804495,3552.8969628165387
1958-10-01,3325.167105263157,3211.7225103582127,3093.30038995662,3013,3096.069641924363,3548.227617218505,3304.460215116844,2790.1641665804495,3309.430597398821
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747507,2871,2920.195361071428,3152.9350191963645,3446.0054010894305,2790.1641665804495,2936.6387978234693
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994526,2592,2685.606649295699,2788.1857155777775,3200.7338130197686,2790.1641665804495,2598.5848563926106
1959-01-01,2730.328070175437,2626.214406496607,2525.105055454102,2375,2540.560858629786,2570.7711519478366,2832.8233700430947,2790.1641665804495,2366.1546023384694
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2526.360726139282,2503.289113895135,2506.0129716047595,2790.1641665804495,2260.1558170497005
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2666.776645561149,2572.712580299102,2836.467122563757,2790.1641665804495,2306.9628065317825
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928024,2557,2778.854540446789,2757.2719397973933,3140.6656224480125,2790.1641665804495,2510.2825521190052
1959-05-01,3020.328070175437,2931.9296901420253,2818.1579660131924,2739,2846.0613869791323,2877.713643831314,2864.0495740198726,2790.1641665804495,2662.013158042718
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,3005.1273192358803,3115.523776980032,2760.6790916442196,2790.1641665804495,2915.7577555004495
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232225,3102,3400.203523926293,3425.9291870460656,3205.229160549328,2790.1641665804495,3229.9759640809248
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366085,3961,4510.125398285945,3527.676794344613,3364.0151248501816,2790.1641665804495,3336.1985981596226
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3765.7283395504255,3601.0744317154354,2987.5841667517616,2790.1641665804495,3363.900240413901
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088133,3245,3302.321429165846,3458.166428197526,2930.7773101352495,2790.1641665804495,3205.7088791096176
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755746,3104,3128.6874327888454,3106.786319575946,3284.1360929562434,2790.1641665804495,2875.1273917720227
1959-12-01,3032.9070175438587,2972.010346704348,2841.054004677863,2869,2896.29332660236,2799.179894493679,3199.417969248042,2790.1641665804495,2596.8036663095363
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2753.394785632116,2599.790457055486,2954.1168132248267,2790.1641665804495,2406.859796856745
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2741.292869936812,2513.8792235477126,2587.050749047175,2790.1641665804495,2280.5326005865313
1960-03-01,2975.1732456140344,2928.5185426985217,2820.301679675712,2756,2883.7562962465145,2568.6445557232846,2669.930741739034,2790.1641665804495,2293.774347916063
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680239,2927,2997.8293111057264,2793.13220649588,3123.0850744631907,2790.1641665804495,2498.41372296205
1960-05-01,3146.120614035087,3109.287959229431,2998.325426617333,2940,3066.977213690503,3003.958535626371,3070.166732373975,2790.1641665804495,2728.746208222466
1960-06-01,3300.594298245613,3268.6726654287395,3156.57956459226,3180,3227.928461071622,3124.3976004112174,2861.333486728675,2790.1641665804495,2881.7026830864497
1960-07-01,3690.804824561402,3663.794211029058,3550.7320543418605,3791,3624.8325629514734,3483.3633938059456,3171.85970164983,2790.1641665804495,3247.192608707333
1960-08-01,4795.594298245614,4773.49469794502,4659.625001129292,4093,4736.523239558735,3925.9831487834867,3602.3224206423547,2790.1641665804495,3674.6079375795484
1960-09-01,4045.804824561402,4028.616249405807,3914.1005102177137,4309,3993.834211122097,3896.8169035720866,3340.4320483795204,2790.1641665804495,3617.665934711219
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808075,3532,3532.0728820807726,3752.714266068584,3209.5146243436475,2790.1641665804495,3445.3837203680637
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402788,3408,3360.020341084515,3370.003983245765,3571.525453824438,2790.1641665804495,3078.928119250598
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3129.1418873093635,3026.3426175869668,3672.994727908988,2790.1641665804495,2772.480116328981
